sentence	label_name	Language	label_ID
অনেকে যুক্তি দেয় যে অভিবাসন নীতি ন্যায়বিচার ও সমতার নীতির উপর ভিত্তি করে হওয়া উচিত এবং অভিবাসীদের সাথে মর্যাদা ও সম্মানের সাথে আচরণ করা উচিত।	Fairness and Equality	bn	4.0
অন্যরা যুক্তি দেয় যে নাগরিকদের চেয়ে অভিবাসীদের অগ্রাধিকার দেওয়া অন্যায্য এবং অন্যায্য।	Fairness and Equality	bn	4.0
অভিবাসন নীতি আইনগত এবং সাংবিধানিক চ্যালেঞ্জের সম্মুখীন, বিশেষ করে নাগরিকত্ব, নির্বাসন এবং আশ্রয়কে ঘিরে।	Legality, Constitutionality, Jurisdiction	bn	5.0
স্থানীয়, রাজ্য এবং ফেডারেল সরকার অভিবাসন নীতিতে ভূমিকা পালন করে অনেক দেশের বিচার বিভাগের পার্থক্য রয়েছে।	Legality, Constitutionality, Jurisdiction	bn	5.0
অভিবাসন নীতি প্রায়শই নীতি প্রণয়ন এবং মূল্যায়ন দ্বারা নির্ধারিত হয়, যেখানে বিশেষজ্ঞ এবং নীতি নির্ধারকরা বিভিন্ন পদ্ধতির খরচ এবং সুবিধার ওজন করেন।	Policy Prescription and Evaluation	bn	6.0
কেউ কেউ যুক্তি দেন যে কৌশলটি প্রমাণ-ভিত্তিক এবং ডেটা-চালিত হওয়া উচিত, অন্যরা তাত্ত্বিক বা রাজনৈতিক কারণের উপর জোর দেয়।	Policy Prescription and Evaluation	bn	6.0
অভিবাসন নীতি প্রায়শই অপরাধ এবং শাস্তির বিষয়গুলির সাথে যুক্ত থাকে এবং কেউ কেউ যুক্তি দেন যে অভিবাসীদের অপরাধ করার সম্ভাবনা বেশি এবং তাদের কঠোর প্রয়োগের বিষয় হওয়া উচিত।	Crime and Punishment	bn	7.0
অন্যরা যুক্তি দেখান যে অভিবাসীরা অন্যায়ভাবে লক্ষ্যবস্তু করা হয় এবং নীতিগুলি অপরাধ হ্রাস এবং সমস্ত বাসিন্দাদের জন্য জননিরাপত্তার উন্নতিতে ফোকাস করা উচিত।	Crime and Punishment	bn	7.0
অভিবাসন নীতি দেশের নিরাপত্তা ও প্রতিরক্ষাকে প্রভাবিত করে, বিশেষ করে সীমান্ত নিয়ন্ত্রণ এবং জাতীয় পরিচয় সংক্রান্ত সমস্যাগুলির ক্ষেত্রে।	Security and Defense	bn	8.0
কেউ কেউ অভিবাসনকে জাতীয় নিরাপত্তার জন্য হুমকি হিসেবে দেখেন, আবার কেউ কেউ একে বহুত্ববাদী ও বহুসংস্কৃতির সমাজ বজায় রাখার জন্য প্রয়োজনীয় হিসেবে দেখেন।	Security and Defense	bn	8.0
অভিবাসন নীতির জনস্বাস্থ্য এবং নিরাপত্তার জন্য প্রভাব রয়েছে, বিশেষ করে রোগ নিয়ন্ত্রণ এবং জরুরী প্রতিক্রিয়া সংক্রান্ত সমস্যাগুলির ক্ষেত্রে।	Health and Safety	bn	9.0
কেউ কেউ যুক্তি দেন যে অভিবাসন নীতি জনস্বাস্থ্য এবং সুরক্ষাকে অগ্রাধিকার দেওয়া উচিত, অন্যরা যুক্তি দেয় যে নীতিটি অভিবাসী এবং শরণার্থীদের চাহিদাকে অগ্রাধিকার দেওয়া উচিত।	Health and Safety	bn	9.0
অভিবাসন নীতিগুলি অভিবাসী এবং নাগরিকদের জীবনযাত্রার মানকে প্রভাবিত করে, বিশেষ করে সামাজিক সংহতি, শিক্ষা এবং কর্মসংস্থানের ক্ষেত্রে।	Quality of Life	bn	10.0
কেউ কেউ যুক্তি দেন যে অভিবাসন বিভিন্ন দৃষ্টিভঙ্গি এবং দক্ষতা প্রদানের মাধ্যমে জীবনের মান উন্নত করে, অন্যরা যুক্তি দেয় যে এটি সামাজিক উত্তেজনা এবং সংঘাত সৃষ্টি করে।	Quality of Life	bn	10.0
অভিবাসন নীতি প্রায়ই সাংস্কৃতিক পরিচয়ের প্রশ্নের সাথে যুক্ত থাকে এবং কেউ কেউ অভিবাসনকে জাতীয় পরিচয় এবং সাংস্কৃতিক ঐতিহ্যের জন্য হুমকি হিসেবে দেখেন।	Cultural Identity	bn	11.0
অন্যরা যুক্তি দেখান যে সাংস্কৃতিক পরিচয় ক্রমাগত বিকশিত হচ্ছে এবং অভিবাসন সাংস্কৃতিক অভিব্যক্তিকে সমৃদ্ধ ও বৈচিত্র্যময় করতে পারে।	Cultural Identity	bn	11.0
অভিবাসন নীতি প্রায়ই জনসাধারণের অনুভূতি এবং অভিবাসনের প্রতি দৃষ্টিভঙ্গি দ্বারা নির্ধারিত হয়, কিছু কঠোর নিষেধাজ্ঞার সমর্থন করে এবং অন্যরা বৃহত্তর নীতির পক্ষে।	Public Sentiment	bn	12.0
পাবলিক সেন্টিমেন্ট মিডিয়া কভারেজ, রাজনৈতিক বক্তৃতা এবং ব্যক্তিগত অভিজ্ঞতা সহ অনেক কারণ দ্বারা প্রভাবিত হয়।	Public Sentiment	bn	12.0
অভিবাসন নীতি প্রায়শই রাজনৈতিক মতামত দ্বারা প্রভাবিত হয়, বিভিন্ন রাজনৈতিক দল এবং স্বার্থ গোষ্ঠী তাদের মূল্যবোধ এবং আদর্শের উপর নির্ভর করে বিভিন্ন অবস্থান গ্রহণ করে।	Political	bn	13.0
অভিবাসন নীতি একটি পৃথক রাজনৈতিক ইস্যু হতে পারে, যা রাজনীতিবিদরা তাদের ভিত্তিকে একত্রিত করতে এবং বিভিন্ন জনসংখ্যার ভোটারদের কাছে আবেদন করতে ব্যবহার করেন।	Political	bn	13.0
অভিবাসন নীতিগুলি একটি দেশের বাহ্যিক নিরীক্ষণ এবং সুনামকে প্রভাবিত করতে পারে, বিশেষ করে মানবাধিকার এবং আন্তর্জাতিক আইনের ক্ষেত্রে।	External Regulation and Reputation	bn	14.0
কেউ কেউ যুক্তি দেন যে অভিবাসন একটি দেশের সাংস্কৃতিক পরিচয়কে হুমকির মুখে ফেলে কারণ এটি নতুন রীতিনীতি এবং বিশ্বাসের প্রবর্তন করে। অন্যরা অবশ্য যুক্তি দেয় যে বৈচিত্র্য একটি সমাজের সংস্কৃতিকে সমৃদ্ধ করে এবং উদযাপন করা উচিত।	Cultural Identity	bn	11.0
এটা গুরুত্বপূর্ণ যে অভিবাসীরা যে দেশে যায় তাদের সাংস্কৃতিক পরিচয় বোঝা এবং সম্মান করা, সেইসাথে তাদের অনন্য সাংস্কৃতিক ঐতিহ্য সংরক্ষণ ও শেয়ার করা।	Cultural Identity	bn	11.0
অভিবাসন সম্পর্কে জনসাধারণের ধারণা অবস্থান এবং প্রেক্ষাপট অনুসারে পরিবর্তিত হয়। কিছু অঞ্চলে, অভিবাসীদের স্বাগত জানানো হয় এবং তারা সম্প্রদায়কে যে পরিষেবাগুলি প্রদান করে তার জন্য মূল্যবান, অন্য অঞ্চলে লোকেরা অভিবাসীদের তাদের চাকরি বা সংস্থান কেড়ে নেওয়ার ভয় বা বিরক্ত করতে পারে।	Public Sentiment	bn	12.0
মিডিয়া অভিবাসীদের প্রতি জনসাধারণের দৃষ্টিভঙ্গি গঠনে ভূমিকা পালন করে, অভিবাসী অপরাধ সম্পর্কে চাঞ্চল্যকর গল্প অভিবাসীদের প্রতি নেতিবাচক মনোভাব প্রচার করে।	Public Sentiment	bn	12.0
অভিবাসন নীতি প্রায়ই রাজনৈতিকভাবে উদ্দেশ্যপ্রণোদিত হয়, রাজনীতিবিদরা তাদের সমর্থকদের কাছে আবেদন করে বা অভিবাসনের বিষয়ে কঠোর অবস্থান গ্রহণ করে ভোট জেতার চেষ্টা করে।	Political	bn	13.0
আন্তর্জাতিক সম্পর্কও একটি দেশের অভিবাসন নীতিকে প্রভাবিত করতে পারে, কূটনৈতিক বিবেচনা এবং চুক্তিগুলি অভিবাসীদের প্রবাহকে প্রভাবিত করে।	Political	bn	13.0
জাতিসংঘ এবং ইউরোপীয় ইউনিয়নের মতো আন্তর্জাতিক সংস্থা এবং চুক্তিগুলি অভিবাসন নীতি নিয়ন্ত্রণ এবং গঠনে ভূমিকা পালন করে।	External Regulation and Reputation	bn	14.0
অভিবাসীদের জন্য একটি স্বাগত বা প্রতিকূল জায়গা হিসাবে একটি দেশের খ্যাতির গুরুত্বপূর্ণ অর্থনৈতিক ও রাজনৈতিক প্রভাব রয়েছে যা পর্যটন, বাণিজ্য এবং কূটনৈতিক সম্পর্ককে প্রভাবিত করে।	External Regulation and Reputation	bn	14.0
অভিবাসন একটি দেশের উপর ইতিবাচক এবং নেতিবাচক উভয় অর্থনৈতিক প্রভাব ফেলতে পারে, উদাহরণস্বরূপ সস্তা শ্রম প্রদান এবং চাকরি ও সম্পদের জন্য প্রতিযোগিতা বৃদ্ধি করে।	Economic	bn	1.0
অভিবাসীদের গ্রহণ এবং সমর্থন করার ক্ষমতা একটি দেশের আবাসন, শিক্ষা, স্বাস্থ্যসেবা এবং অন্যান্য সম্পদের ক্ষমতা দ্বারা সীমিত।	Capacity and Resources	bn	2.0
অভিবাসন সম্পর্কে নৈতিক বিবেচনার মধ্যে রয়েছে অভিবাসীদের অধিকার এবং তাদের প্রতি আয়োজক দেশগুলির দায়িত্ব সম্পর্কে প্রশ্ন।	Morality	bn	3.0
অভিবাসন নীতি অবশ্যই ন্যায্য এবং ন্যায্য হতে হবে, সকল অভিবাসীদের জন্য ন্যায্য এবং সমান সুযোগ প্রদান করবে।	Fairness and Equality	bn	4.0
অভিবাসন আইন এবং নীতিগুলি অবশ্যই আইনি এবং সাংবিধানিক নীতিগুলি মেনে চলতে হবে এবং সেগুলি প্রয়োগ করার দায়িত্ব সরকারের।	Legality, Constitutionality, Jurisdiction	bn	5.0
কার্যকর অভিবাসন নীতির জন্য উদ্দেশ্য, প্রভাব এবং বাস্তবায়ন কৌশলগুলির যত্ন সহকারে বিবেচনা এবং বিবেচনার প্রয়োজন।	Policy Prescription and Evaluation	bn	6.0
অভিবাসন সীমান্ত নিরাপত্তা এবং অভিবাসন-সম্পর্কিত অপরাধমূলক কার্যকলাপ সহ অপরাধ এবং অপরাধমূলক বিষয়ের সাথে যুক্ত হতে পারে।	Crime and Punishment	bn	7.0
অভিবাসন নীতির প্রভাব রয়েছে জাতীয় নিরাপত্তা এবং প্রতিরক্ষার জন্য, যার মধ্যে রয়েছে সন্ত্রাসী গোষ্ঠীর সম্ভাব্য হুমকি এবং ভূ-রাজনৈতিক সংঘাত।	Security and Defense	bn	8.0
অভিবাসী এবং হোস্ট সম্প্রদায়ের স্বাস্থ্য এবং নিরাপত্তাকে অভিবাসন নীতিতে বিবেচনা করা উচিত, যার মধ্যে রোগ নিয়ন্ত্রণ এবং স্বাস্থ্যবিধির মতো বিষয়গুলি অন্তর্ভুক্ত রয়েছে।	Health and Safety	bn	9.0
অভিবাসন অভিবাসী এবং হোস্ট উভয় সম্প্রদায়ের জীবনযাত্রার মানকে প্রভাবিত করে, সামাজিক সংহতি, জনসেবা এবং সাংস্কৃতিক অন্তর্ভুক্তিকে প্রভাবিত করে।	Quality of Life	bn	10.0
বৈচিত্র্য এবং সামাজিক সংহতির উপর ইতিবাচক এবং নেতিবাচক প্রভাব সহ অভিবাসন দেশ এবং তাদের জনগণের সাংস্কৃতিক পরিচয়কে আকার দেয়।	Cultural Identity	bn	11.0
অভিবাসন সম্পর্কে জনসাধারণের মনোভাব এবং উপলব্ধির গুরুত্বপূর্ণ রাজনৈতিক ও সামাজিক পরিণতি রয়েছে।	Public Sentiment	bn	12.0
অভিবাসন নীতি প্রায়ই রাজনৈতিক বিবেচনা যেমন নির্বাচনী কৌশল এবং দলীয় আদর্শ দ্বারা প্রভাবিত হয়।	Political	bn	13.0
আন্তর্জাতিক সংস্থা এবং চুক্তিগুলি অভিবাসন নীতি গঠন ও নিয়ন্ত্রণে ভূমিকা পালন করে, যা একটি দেশের খ্যাতি এবং বিশ্বব্যাপী অবস্থানকে প্রভাবিত করে।	External Regulation and Reputation	bn	14.0
সমকামী বিবাহ একটি নৈতিক এবং নৈতিক বিষয় এবং যৌন অভিমুখের কারণে কাউকে বিবাহ করার অধিকার অস্বীকার করা বৈষম্যমূলক এবং অন্যায্য।	Morality	bn	3.0
যৌন অভিমুখী নির্বিশেষে সকল মানুষেরই বিষমকামী দম্পতিদের মতো একই আইনি অধিকার এবং সুরক্ষার সাথে বিবাহ করার অধিকার থাকা উচিত।	Fairness and Equality	bn	4.0
যৌন প্রবৃত্তির কারণে লোকেদের তাদের বিবাহের অধিকার অস্বীকার করা অন্যায্য এবং অনৈতিক।	Morality	bn	3.0
যৌন অভিমুখী নির্বিশেষে সকল মানুষেরই বিষমকামী দম্পতিদের মতো একই আইনি অধিকার এবং সুরক্ষার সাথে বিবাহ করার অধিকার থাকা উচিত।	Fairness and Equality	bn	4.0
বিশ্বের অনেক অংশে সময়ের সাথে সাথে সমকামী বিবাহের প্রতি গ্রহণযোগ্যতা এবং দৃষ্টিভঙ্গি পরিবর্তিত হয়েছে, তবে উল্লেখযোগ্য সাংস্কৃতিক এবং সামাজিক বাধাগুলি অতিক্রম করা বাকি রয়েছে।	Public Sentiment	bn	12.0
সমকামী বিবাহ নীতি এবং আইন সমাজের উপর উল্লেখযোগ্য প্রভাব ফেলে এবং তাদের প্রভাব মূল্যায়ন করা এবং ন্যায্যতা ও সমতা নিশ্চিত করার জন্য প্রয়োজনীয় পরিবর্তন করা গুরুত্বপূর্ণ।	Policy Prescription and Evaluation	bn	6.0
সমকামী বিবাহকে বৈধ করার অর্থনৈতিক সুবিধা রয়েছে কারণ এটি পর্যটনকে বাড়িয়ে তোলে এবং বিবাহ শিল্পে নতুন কাজের সুযোগ তৈরি করে।	Economic	bn	1.0
যদিও সমলিঙ্গের বিবাহ লিঙ্গ ভূমিকা এবং সামাজিক নিয়ম সম্পর্কে ঐতিহ্যগত ধারণাকে চ্যালেঞ্জ করতে পারে, কেউ কেউ বিশ্বাস করেন যে এটি আরও বৈচিত্র্যময় এবং গ্রহণযোগ্য সাংস্কৃতিক পরিচয় প্রচার করতে সহায়তা করে।	Cultural Identity	bn	11.0
সমকামী দম্পতিদের বিবাহের অধিকার অস্বীকার করা তাদের স্বাস্থ্য এবং মঙ্গলকে নেতিবাচকভাবে প্রভাবিত করে, কারণ তারা বৈষম্যের সম্মুখীন হয় এবং গুরুত্বপূর্ণ আইনি ও অর্থনৈতিক সুরক্ষায় অ্যাক্সেসের অভাব রয়েছে।	Health and Safety	bn	9.0
সমকামী বিবাহ বিতর্ক অনেক দেশে একটি গুরুত্বপূর্ণ রাজনৈতিক সমস্যা যেখানে রাজনৈতিক দল এবং রাজনীতিবিদরা তাদের বিশ্বাস এবং ভোটারদের মতামতের উপর নির্ভর করে বিভিন্ন অবস্থান গ্রহণ করেন।	Political	bn	13.0
সমকামী বিবাহের বৈধতা হল LGBTQ+ সম্প্রদায়ের জন্য সমতার দিকে একটি গুরুত্বপূর্ণ পদক্ষেপ এবং তারা বিষমকামী দম্পতিদের মতো একই অধিকার এবং সুযোগগুলি নিশ্চিত করে৷	Fairness and Equality	bn	4.0
অনেকের জন্য, সমকামী বিবাহ একটি নৈতিক সমস্যা, কেউ কেউ বলে যে এটি ঐতিহ্যগত মূল্যবোধের বিরুদ্ধে যায়, অন্যরা জোর দেয় যে এটি লিঙ্গ নির্বিশেষে প্রেম এবং সাহচর্য উদযাপন করে।	Morality	bn	3.0
সমকামী দম্পতিদের বিবাহের অধিকার অস্বীকার করা সমতা এবং অ-বৈষম্যের মতো মৌলিক মানবাধিকারের সুস্পষ্ট লঙ্ঘন।	Fairness and Equality	bn	4.0
সমকামী বিবাহ দম্পতিদের গুরুত্বপূর্ণ স্বাস্থ্য সুবিধা প্রদান করে, যার মধ্যে রয়েছে: B. চিকিৎসা সুবিধা, বীমা কভারেজ এবং অসুস্থতা বা জরুরী পরিস্থিতিতে প্রয়োজনীয় চিকিৎসা সেবার অ্যাক্সেস।	Health and Safety	bn	9.0
নাম প্রকাশ না করার শর্তে রাষ্ট্রপতি বিডেন সোমবার পরিকল্পনা ঘোষণা করার আগে খসড়া বাজেটের সাথে পরিচিত একজন কর্মকর্তা অর্থায়নের অনুরোধের বিশদ সরবরাহ করেছিলেন।	Capacity and Resources	bn	2.0
হোমল্যান্ড সিকিউরিটি বিভাগের মধ্যে ERO, OPR, এবং অন্যান্য নিয়ন্ত্রক সংস্থাগুলির সাথে সহযোগিতায় শর্তগুলি অনুকূল কিনা তা নিশ্চিত করার জন্য ICE পৃথক আটক সুবিধাগুলি পর্যবেক্ষণ করা চালিয়ে যাবে৷	Capacity and Resources	bn	2.0
দুই সহ-ষড়যন্ত্রকারীকে অভিযুক্ত করার জন্য বিচার বিভাগকে রাজি করাতে HSI FBI-এর সাথে কাজ করেছিল।	Capacity and Resources	bn	2.0
ICE হেফাজতে থাকা অনাগরিকদের জন্য সুবিধা সম্মতি, ফিল্ড মনিটরিং এবং আটক সুবিধা কেনার মাধ্যমে একটি নিরাপদ পরিবেশ প্রদান করতে ERO-এর 25টি ফিল্ড অফিসের সাথে আটক ব্যবস্থাপনার সমন্বয় করে।	Capacity and Resources	bn	2.0
25 ইআরও ফিল্ড অফিস সারা দেশে ইভেশন অ্যাকশন প্ল্যান মিশনকে সমর্থন করে এমন পরিকল্পনা এবং পদ্ধতিগুলি বিকাশ, বাস্তবায়ন এবং পর্যবেক্ষণের মাধ্যমে কর ফাঁকি কার্যক্রমের লজিস্টিক এবং অপারেশনাল সহায়তার সুবিধা দেয়।	Capacity and Resources	bn	2.0
এই কেন্দ্রগুলি অ-নাগরিকদের জন্য বুদ্ধিমত্তা-ভিত্তিক নির্বাসন টিপস তৈরি করতে প্রযুক্তিগত দক্ষতা, বিশ্লেষণমূলক সরঞ্জাম এবং আইন প্রয়োগকারী দক্ষতা ব্যবহার করে।	Capacity and Resources	bn	2.0
তথ্য সংগ্রহ, বিশ্লেষণ, এবং প্রযুক্তি এবং প্রক্রিয়া উন্নতির মাধ্যমে, LESA ICE সিদ্ধান্ত গ্রহণ এবং পরিকল্পনাকে সমর্থন করার জন্য সরঞ্জাম, গবেষণা এবং সুপারিশ প্রদান করে।	Capacity and Resources	bn	2.0
ইন্টারএজেন্সি এবং ইন্টারএজেন্সি স্টেকহোল্ডার, বিদেশী দূতাবাস এবং কনস্যুলেট এবং আন্তর্জাতিক অংশীদারদের সাথে কাজ করে, বিভাগটি নির্বাসনের অপেক্ষায় থাকা অ-মার্কিন নাগরিকদের জন্য নির্বাসন কৌশল তৈরি করে এবং প্রয়োগ করে।	Capacity and Resources	bn	2.0
আমরা সার্বজনীন মানবাধিকার নীতি এবং অভিবাসী ও উদ্বাস্তুদের সুরক্ষা সমর্থন করি এবং জলবায়ু পরিবর্তন সহ অভিবাসনের মূল কারণগুলি মোকাবেলায় বহুপাক্ষিক পদক্ষেপের আহ্বান জানাই।	Capacity and Resources	bn	2.0
একটি অলাভজনক সংস্থা যা PA, রাজ্য এবং প্রোগ্রামের যোগ্যতার মান পূরণ করে এবং CDSS এর পক্ষ থেকে মনোনীত প্রোগ্রাম এবং প্রোগ্রাম তহবিল পরিচালনা করার প্রশাসনিক ক্ষমতা রয়েছে৷	Capacity and Resources	bn	2.0
আপনি যদি কোনো অভিবাসন কর্মকর্তার অনুমোদন বা প্যারোল ছাড়াই মার্কিন যুক্তরাষ্ট্রে থাকেন, তাহলে অনুমতি বা প্যারোল ছাড়াই আপনি দেশে প্রবেশ করার তারিখ থেকে আপনার বেআইনি উপস্থিতি শুরু হয়।	Crime and Punishment	bn	7.0
সাধারণত, আপনি যদি মার্কিন যুক্তরাষ্ট্রে ভর্তি হয়ে থাকেন বা কোনো অভিবাসন কর্মকর্তার দ্বারা আটক হয়ে থাকেন, তাহলে আপনি যে তারিখে যাওয়ার পরিকল্পনা করছেন তার সঠিক তারিখ সহ আপনি একটি ফর্ম Iâ94, আগমন/প্রচেষ্টার রেকর্ড পাবেন।	Crime and Punishment	bn	7.0
স্বেচ্ছায় অপসারণ সহ নির্বাসনের প্রক্রিয়া শুরু হওয়ার পরে আপনি যদি মার্কিন যুক্তরাষ্ট্র ছেড়ে যান, তাহলে অভিবাসন পর্যালোচনার প্রশাসনিক অফিসকে অবহিত করা আপনার দায়িত্ব।	Crime and Punishment	bn	7.0
আপনি DHS অপসারণ শুরু করার আগে, চলাকালীন বা পরে চলে গেলেও 10 বছরের লাইন প্রযোজ্য।	Crime and Punishment	bn	7.0
অতএব, আপনি স্থায়ীভাবে ভর্তি না হলেও মার্কিন যুক্তরাষ্ট্রে প্রবেশের অনুমতির জন্য পুনরায় আবেদন করতে পারেন, কিন্তু শুধুমাত্র যদি আপনি আপনার শেষ প্রস্থানের পর অন্তত 10 বছর ধরে মার্কিন যুক্তরাষ্ট্রে শারীরিকভাবে উপস্থিত না থাকেন।	Crime and Punishment	bn	7.0
আপনি যে অভিবাসন সুবিধাগুলির জন্য আবেদন করছেন তার উপর নির্ভর করে, আইন আপনাকে অগ্রহণযোগ্য হিসাবে অযোগ্য ঘোষণা করতে পারে।	Crime and Punishment	bn	7.0
"সনাক্তকরণের সুবিধার্থে এবং ফাইলের নিষ্পত্তিতে বিলম্ব এড়াতে আপনাকে অবশ্যই ""সংবিধিবদ্ধ তিন বা দশ বছরের মধ্যে মার্কিন যুক্তরাষ্ট্রে ফিরে এসেছেন"" লিখতে হবে।"	Crime and Punishment	bn	7.0
অভিবাসন এবং জাতীয়তা আইন (আইএনএ) একজন ব্যক্তির অগ্রহণযোগ্যতার ভিত্তির রূপরেখা দেয়।	Crime and Punishment	bn	7.0
টেক্সাসে অবৈধ অভিবাসী অপরাধীদের সংখ্যা কম থাকে কারণ অবৈধ অভিবাসীরা বছরের পর বছর ধরে সনাক্ত করা যায় না।	Crime and Punishment	bn	7.0
ন্যাশনাল ক্রাইম রিপোর্টিং সার্ভে অনুসারে, হিস্পানিক অ-নাগরিক সহ অভিবাসীরা, স্থানীয়দের তুলনায় অপরাধের রিপোর্ট করার সম্ভাবনা কিছুটা বেশি, যা অপরাধের রিপোর্ট করার জন্য মানুষের ইচ্ছা পরিমাপ করার জন্য ডিজাইন করা হয়েছে।	Crime and Punishment	bn	7.0
আত্তীকরণ হল সেই প্রক্রিয়া যার মাধ্যমে একটি সংখ্যালঘু গোষ্ঠী বা সংস্কৃতি আয়োজক দেশে সংখ্যাগরিষ্ঠ গোষ্ঠীর আচরণ, মূল্যবোধ, রীতিনীতি এবং বিশ্বাস গ্রহণ করে।	Cultural Identity	bn	11.0
আত্তীকরণ শব্দটি প্রায়ই অভিবাসীদের বর্ণনা করতে ব্যবহৃত হয় যারা একটি নতুন জায়গায় চলে যায়। যাইহোক, এটি জাতিগত গোষ্ঠীগুলি নিয়ে আলোচনা করতেও ব্যবহৃত হয়।	Cultural Identity	bn	11.0
আদিম, অভিবাসী এবং জাতিগত সংখ্যালঘু লোকেরা আধিপত্যশীল সংস্কৃতির মূল্যবোধ এবং সামাজিক আচরণ গ্রহণ করার জন্য তাদের ভাষা, খাদ্য, পোশাক এবং আধ্যাত্মিক অনুশীলন সহ তাদের সংস্কৃতির দিকগুলি প্রায়ই পরিবর্তন করে বা লুকিয়ে রাখে।	Cultural Identity	bn	11.0
এটা মনে রাখা গুরুত্বপূর্ণ যে স্বেচ্ছাসেবী সংহতি প্রায়শই একটি অধিক প্রভাবশালী সংস্কৃতির চাপের প্রতিক্রিয়া এবং সেই অভিযোজন হল মানুষকে নিরাপদ রাখতে এবং বেঁচে থাকার সমাধান। জোরপূর্বক আত্তীকরণ: এটি এমন একটি পরিস্থিতি যেখানে একটি সংখ্যালঘু বা জাতিগত গোষ্ঠী আত্মসমর্পণ করতে বাধ্য হয়। তাদের সাংস্কৃতিক পরিচয়, ভাষা, রীতিনীতি এবং রীতিনীতি প্রভাবশালী গোষ্ঠীর সাথে মিলে যায়।	Cultural Identity	bn	11.0
যদিও এটি রাজ্যগুলির মধ্যে একটি সাধারণ প্রক্রিয়া ছিল, এটি একটি বিভক্ত রাজনৈতিক ইস্যুতে পরিণত হয়েছে - কিছু রাজনীতিবিদ এবং জনসাধারণ অতীতে যুক্তি দেখিয়েছেন যে ইউরোপীয় অভিবাসীরা সংখ্যালঘুদের চেয়ে দ্রুত আত্মীকরণ করেছিল।	Cultural Identity	bn	11.0
আজ এবং অতীতে, এই দেশের অনেক শ্বেতাঙ্গ অভিবাসী এবং সংখ্যালঘুদের জাতীয় সংস্কৃতির জন্য হুমকি হিসাবে দেখে, আমাদের পার্থক্যকে ভয় করে এবং যারা দ্বিমত পোষণ করে তাদের প্রতি হুমকি সহ প্রত্যক্ষ ও পরোক্ষ চাপ প্রয়োগ করে। এবং সহিংসতা।	Cultural Identity	bn	11.0
সাংস্কৃতিক আত্তীকরণের উদ্দেশ্য ছিল স্ব-বিচ্ছিন্নতাকে সীমিত করার জন্য, কিন্তু এই সময়ের মধ্যে অভিবাসীদের সামাজিক স্থিতিশীলতা এবং অর্থনৈতিক সমৃদ্ধির জন্য আত্তীকরণ করতে উত্সাহিত করা হয়েছিল।	Cultural Identity	bn	11.0
অভিবাসী পরিবারগুলির আরেকটি সমীক্ষায় দেখা গেছে যে আরও বিদেশী-জন্ম নেওয়া ভাইবোনদের বেকার হওয়ার সম্ভাবনা বেশি, কম বছরে স্কুল শেষ করা, কম উপার্জন করা এবং বিদেশী জন্মগ্রহণকারী স্বামীদের বিয়ে করা।	Cultural Identity	bn	11.0
যদিও জোরপূর্বক আত্তীকরণ এক ধরনের সহিংসতা, সংখ্যালঘুদের তাদের নয় এমন সাংস্কৃতিক চর্চা গ্রহণ করতে বাধ্য করা সর্বোত্তম এবং সবচেয়ে খারাপ।	Cultural Identity	bn	11.0
